Datetime,Day,Image filename,Location,Purpose
2/6/2019 17:15,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (203).jpg,CSCI Building,Attending CSCI 627
2/6/2019 17:18,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (204).jpg,CSCI Building,Attending CSCI 627
2/6/2019 17:21,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (205).jpg,CSCI Building,Attending CSCI 627
2/6/2019 17:26,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (206).jpg,CSCI Building,Attending CSCI 627
2/6/2019 17:28,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (207).jpg,CSCI Building,Attending CSCI 627
2/6/2019 17:32,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (208).jpg,CSCI Building,Attending CSCI 627
2/6/2019 17:34,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (209).jpg,CSCI Building,Attending CSCI 627
2/6/2019 17:39,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (210).jpg,CSCI Building,Attending CSCI 627
2/6/2019 17:46,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (211).jpg,CSCI Building,Attending CSCI 627
2/6/2019 17:49,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (212).jpg,CSCI Building,Attending CSCI 627
2/6/2019 17:52,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (213).jpg,CSCI Building,Attending CSCI 627
2/6/2019 17:56,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (214).jpg,CSCI Building,Attending CSCI 627
2/6/2019 17:58,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (215).jpg,CSCI Building,Attending CSCI 627
2/6/2019 18:03,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (216).jpg,CSCI Building,Attending CSCI 627
2/6/2019 18:05,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (217).jpg,CSCI Building,Attending CSCI 627
2/6/2019 18:12,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (218).jpg,CSCI Building,Attending CSCI 627
2/6/2019 18:15,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (219).jpg,CSCI Building,Attending CSCI 627
2/6/2019 18:17,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (220).jpg,CSCI Building,Attending CSCI 627
2/6/2019 18:22,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (221).jpg,CSCI Building,Attending CSCI 627
2/6/2019 18:23,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (222).jpg,outside,travel - biking
2/6/2019 18:27,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (223).jpg,outside,travel - biking
2/6/2019 18:29,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (224).jpg,outside,travel - biking
2/6/2019 18:33,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (225).jpg,outside,travel - biking
2/6/2019 18:37,wednesday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (226).jpg,outside,travel - biking
2/7/2019 11:08,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (227).jpg,outside,travel - biking
2/7/2019 11:12,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (228).jpg,outside,travel - biking
2/7/2019 11:13,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (229).jpg,outside,travel - biking
2/7/2019 11:16,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (230).jpg,outside,travel - biking
2/7/2019 11:19,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (231).jpg,outside,travel - biking
2/7/2019 11:22,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (232).jpg,Recreation and Wellness Center,workout
2/7/2019 11:32,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (233).jpg,Recreation and Wellness Center,workout
2/7/2019 11:37,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (234).jpg,Recreation and Wellness Center,workout
2/7/2019 11:39,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (235).jpg,Recreation and Wellness Center,workout
2/7/2019 11:43,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (236).jpg,Recreation and Wellness Center,workout
2/7/2019 11:46,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (237).jpg,Recreation and Wellness Center,workout
2/7/2019 11:49,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (238).jpg,Recreation and Wellness Center,workout
2/7/2019 11:51,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (239).jpg,Recreation and Wellness Center,workout
2/7/2019 11:54,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (240).jpg,Recreation and Wellness Center,workout
2/7/2019 11:58,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (241).jpg,Recreation and Wellness Center,workout
2/7/2019 12:03,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (242).jpg,Recreation and Wellness Center,workout
2/7/2019 12:06,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (243).jpg,Recreation and Wellness Center,workout
2/7/2019 12:09,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (244).jpg,Recreation and Wellness Center,workout
2/7/2019 12:13,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (245).jpg,Recreation and Wellness Center,workout
2/7/2019 12:18,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (246).jpg,Recreation and Wellness Center,workout
2/7/2019 12:22,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (247).jpg,outside,travel - biking
2/7/2019 12:26,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (248).jpg,outside,travel - biking
2/7/2019 12:31,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (249).jpg,CSCI Building,Attending CSCI 515
2/7/2019 12:35,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (250).jpg,CSCI Building,Attending CSCI 515
2/7/2019 12:50,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (251).jpg,CSCI Building,Attending CSCI 515
2/7/2019 12:56,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (252).jpg,CSCI Building,Attending CSCI 515
2/7/2019 13:00,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (253).jpg,CSCI Building,Attending CSCI 515
2/7/2019 13:12,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (254).jpg,CSCI Building,Attending CSCI 515
2/7/2019 13:19,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (255).jpg,CSCI Building,Attending CSCI 515
2/7/2019 13:27,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (256).jpg,CSCI Building,Attending CSCI 515
2/7/2019 13:32,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (257).jpg,CSCI Building,Attending CSCI 515
2/7/2019 13:37,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (258).jpg,CSCI Building,Attending CSCI 515
2/7/2019 13:47,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (259).jpg,CSCI Building,Attending CSCI 515
2/7/2019 13:56,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (260).jpg,CSCI Building,Attending CSCI 515
2/7/2019 13:56,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (261).jpg,CSCI Building,Attending CSCI 515
2/7/2019 14:00,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (262).jpg,outside,travel - biking
2/7/2019 14:05,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (263).jpg,outside,travel - biking
2/7/2019 14:06,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (264).jpg,Faraday Hall,Office Hours - CSCI 340
2/7/2019 14:17,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (265).jpg,Faraday Hall,Office Hours - CSCI 340
2/7/2019 14:25,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (266).jpg,Faraday Hall,Office Hours - CSCI 340
2/7/2019 14:31,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (267).jpg,Faraday Hall,Office Hours - CSCI 340
2/7/2019 14:47,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (268).jpg,Faraday Hall,Office Hours - CSCI 340
2/7/2019 14:56,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (269).jpg,Faraday Hall,Office Hours - CSCI 340
2/7/2019 15:03,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (270).jpg,Faraday Hall,Office Hours - CSCI 340
2/7/2019 15:08,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (271).jpg,Faraday Hall,Office Hours - CSCI 340
2/7/2019 15:18,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (272).jpg,Faraday Hall,Office Hours - CSCI 340
2/7/2019 15:29,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (273).jpg,Faraday Hall,Office Hours - CSCI 340
2/7/2019 15:32,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (274).jpg,Faraday Hall,Office Hours - CSCI 340
2/7/2019 15:35,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (275).jpg,Faraday Hall,Office Hours - CSCI 340
2/7/2019 15:39,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (276).jpg,Faraday Hall,Office Hours - CSCI 340
2/7/2019 15:43,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (277).jpg,Faraday Hall,Office Hours - CSCI 340
2/7/2019 15:49,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (278).jpg,Faraday Hall,Office Hours - CSCI 340
2/7/2019 15:53,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (279).jpg,Faraday Hall,Office Hours - CSCI 340
2/7/2019 16:00,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (280).jpg,Faraday Hall,Office Hours - CSCI 340
2/7/2019 16:05,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (281).jpg,outside,travel - biking
2/7/2019 16:08,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (282).jpg,outside,travel - biking
2/7/2019 16:12,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (283).jpg,outside,travel - biking
2/7/2019 16:14,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (284).jpg,outside,travel - biking
2/7/2019 16:18,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (285).jpg,outside,travel - biking
2/7/2019 16:22,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (286).jpg,Home,Rest & Relaxation
2/7/2019 16:29,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (287).jpg,Home,Rest & Relaxation
2/7/2019 16:32,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (288).jpg,Home,Rest & Relaxation
2/7/2019 16:36,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (289).jpg,Home,Rest & Relaxation
2/7/2019 16:39,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (290).jpg,Home,Rest & Relaxation
2/7/2019 16:42,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (291).jpg,Home,Rest & Relaxation
2/7/2019 16:44,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (292).jpg,Home,Rest & Relaxation
2/7/2019 16:46,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (293).jpg,outside,travel - car
2/7/2019 16:50,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (294).jpg,outside,travel - car
2/7/2019 16:53,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (295).jpg,outside,travel - car
2/7/2019 16:57,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (296).jpg,Chick Evans Field House,Husky Food Pantry
2/7/2019 17:02,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (297).jpg,Chick Evans Field House,Husky Food Pantry
2/7/2019 17:05,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (298).jpg,Chick Evans Field House,Husky Food Pantry
2/7/2019 17:08,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (299).jpg,Chick Evans Field House,Husky Food Pantry
2/7/2019 17:13,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (300).jpg,Chick Evans Field House,Husky Food Pantry
2/7/2019 17:18,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (301).jpg,Chick Evans Field House,Husky Food Pantry
2/7/2019 17:27,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (302).jpg,Chick Evans Field House,Husky Food Pantry
2/7/2019 17:29,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (303).jpg,Chick Evans Field House,Husky Food Pantry
2/7/2019 17:35,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (304).jpg,outside,travel - car
2/7/2019 17:41,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (305).jpg,outside,travel - car
2/7/2019 17:44,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (306).jpg,outside,travel - car
2/7/2019 17:49,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (307).jpg,outside,travel - car
2/7/2019 17:53,thursday,C:\Users\colefreeman\Documents\NIU\Data visualization\husk\week\img (308).jpg,Home,Final shot
